timestamp,value,anomaly_score,label,S(t)_standard,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate
2024-03-15 01:24:05.093331,226,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.098797,177,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.101048,645,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.101467,228,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.104214,229,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.109371,178,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.109474,179,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.109541,230,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.109618,179,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.109671,181,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.130420,652,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.217557,651,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.238634,313,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.238654,314,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.238656,314,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.242820,653,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.319539,654,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.496243,130,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.726272,655,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.749183,656,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:05.828566,655,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:08.409820,657,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:08.410208,657,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:08.410351,657,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:08.410493,657,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:08.410650,657,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:08.410963,657,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:08.411098,657,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:09.126109,658,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:10.270670,660,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:10.762683,676,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:12.767331,185,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:12.767531,185,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:12.809576,659,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:12.965648,186,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:12.998631,660,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.007739,661,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.031909,187,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.138402,323,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.177898,215,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.179660,131,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.180082,259,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.192951,206,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.299071,132,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.299227,207,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.380911,260,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.383152,662,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.383302,265,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.693865,297,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.694021,298,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.699255,299,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.805907,665,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.827333,300,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.834747,301,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.836058,302,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.837387,661,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.837506,663,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.837598,664,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.947517,666,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.948088,261,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.948257,245,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.948373,245,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.950208,667,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.951753,668,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.958490,661,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:13.958839,669,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:14.378874,665,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:14.473428,670,0.0,0.0,-0.11,-0.22,-0.11
2024-03-15 01:24:14.474547,671,0.0,0.0,-0.11,-0.22,-0.11
