timestamp,value,anomaly_score,raw_score,label,S(t)_standard,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate
2024-03-06 03:13:35.000000,176,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-03-06 03:13:35.000000,189,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,431,1.0,1.0,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,432,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,433,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,434,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,435,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,435,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,436,0.030102999665900007,0.125,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,256,0.030102999665900007,0.850000023842,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,437,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,438,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,439,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,440,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,442,0.030102999665900007,0.10000000149,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,435,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,245,0.030102999665900007,0.10000000149,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,443,0.030102999665900007,0.10000000149,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,444,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,445,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,212,0.030102999665900007,0.25,0,-0.11,-0.22,-0.11
2024-03-06 03:13:36.000000,195,0.030102999665900007,0.75,0,-0.11,-0.22,-0.11
2024-03-06 03:13:39.000000,274,0.030102999665900007,0.649999976158,0,-0.11,-0.22,-0.11
2024-03-06 03:13:39.000000,196,0.030102999665900007,0.725000023842,0,-0.11,-0.22,-0.11
2024-03-06 03:13:39.000000,257,0.030102999665900007,0.20000000298,0,-0.11,-0.22,-0.11
2024-03-06 03:13:39.000000,272,0.030102999665900007,0.600000023842,0,-0.11,-0.22,-0.11
2024-03-06 03:13:39.000000,273,0.030102999665900007,0.550000011921,0,-0.11,-0.22,-0.11
2024-03-06 03:13:42.000000,144,1.0,0.324999988079,0,-0.11,-0.22,-0.11
2024-03-06 03:13:42.000000,143,0.030102999665900007,0.875,0,-0.11,-0.22,-0.11
2024-03-06 03:13:42.000000,205,0.030102999665900007,0.850000023842,0,-0.11,-0.22,-0.11
2024-03-06 03:13:42.000000,204,0.030102999665900007,0.0750000029802,0,-0.11,-0.22,-0.11
