timestamp,value,anomaly_score,label
2024-04-02 10:45:00.000,226,0.0,0.0
2024-04-02 10:45:00.000,177,0.0,0.0
2024-04-02 10:45:00.000,227,0.0,0.0
2024-04-02 10:45:00.000,228,0.0,0.0
2024-04-02 10:45:00.000,229,0.0,0.0
2024-04-02 10:45:00.000,178,0.0,0.0
2024-04-02 10:45:00.000,179,0.0,0.0
2024-04-02 10:45:00.000,230,0.0,0.0
2024-04-02 10:45:00.000,179,0.0,0.0
2024-04-02 10:45:00.000,181,0.0,0.0
2024-04-02 10:45:01.000,306,0.0,0.0
2024-04-02 10:45:01.000,305,0.0,0.0
2024-04-02 10:45:01.000,305,0.0,0.0
2024-04-02 10:45:01.000,305,0.0,0.0
2024-04-02 10:45:01.000,128,0.0,0.0
2024-04-02 10:45:01.000,128,0.0,0.0
2024-04-02 10:45:01.000,128,0.0,0.0
2024-04-02 10:45:01.000,128,0.0,0.0
2024-04-02 10:45:02.000,307,0.0,0.0
2024-04-02 10:45:02.000,130,0.0,0.0
2024-04-02 10:45:05.000,384,0.0,0.0
2024-04-02 10:45:05.000,463,0.0,0.0
2024-04-02 10:45:06.000,587,0.0,0.0
2024-04-02 10:45:16.000,588,0.0,0.0
2024-04-02 10:45:16.000,589,0.0,0.0
2024-04-02 10:45:16.000,590,0.0,0.0
2024-04-02 10:45:16.000,307,0.0,0.0
2024-04-02 10:45:16.000,130,0.0,0.0
2024-04-02 10:45:31.000,307,0.0,0.0
2024-04-02 10:45:31.000,130,0.0,0.0
2024-04-02 10:45:46.000,130,0.0,0.0
2024-04-02 10:45:46.000,307,0.0,0.0
2024-04-02 10:46:01.000,128,0.0,0.0
2024-04-02 10:46:01.000,128,0.0,0.0
2024-04-02 10:46:01.000,128,0.0,0.0
2024-04-02 10:46:01.000,128,0.0,0.0
2024-04-02 10:46:01.000,305,0.0,0.0
2024-04-02 10:46:01.000,305,0.0,0.0
2024-04-02 10:46:01.000,305,0.0,0.0
2024-04-02 10:46:01.000,306,0.0,0.0
2024-04-02 10:46:01.000,307,0.0,0.0
2024-04-02 10:46:01.000,130,0.0,0.0
2024-04-02 10:46:16.000,307,0.0,0.0
2024-04-02 10:46:16.000,130,0.0,0.0
2024-04-02 10:46:31.000,307,0.0,0.0
2024-04-02 10:46:31.000,130,0.0,0.0
2024-04-02 10:46:46.000,130,0.0,0.0
2024-04-02 10:46:46.000,307,0.0,0.0
2024-04-02 10:47:01.000,128,0.0,0.0
2024-04-02 10:47:01.000,128,0.0,0.0
2024-04-02 10:47:01.000,128,0.0,0.0
2024-04-02 10:47:01.000,128,0.0,0.0
2024-04-02 10:47:01.000,305,0.0,0.0
2024-04-02 10:47:01.000,305,0.0,0.0
2024-04-02 10:47:01.000,305,0.0,0.0
2024-04-02 10:47:01.000,306,0.0,0.0
2024-04-02 10:47:01.000,307,0.0,0.0
2024-04-02 10:47:01.000,130,0.0,0.0
2024-04-02 10:47:16.000,307,0.0,0.0
2024-04-02 10:47:16.000,130,0.0,0.0
2024-04-02 10:47:31.000,130,0.0,0.0
2024-04-02 10:47:31.000,307,0.0,0.0
2024-04-02 10:47:46.000,307,0.0,0.0
2024-04-02 10:47:46.000,130,0.0,0.0
2024-04-02 10:48:01.000,128,0.0,0.0
2024-04-02 10:48:01.000,128,0.0,0.0
2024-04-02 10:48:01.000,128,0.0,0.0
2024-04-02 10:48:01.000,128,0.0,0.0
2024-04-02 10:48:01.000,305,0.0,0.0
2024-04-02 10:48:01.000,305,0.0,0.0
2024-04-02 10:48:01.000,305,0.0,0.0
2024-04-02 10:48:01.000,306,0.0,0.0
2024-04-02 10:48:01.000,307,0.0,0.0
2024-04-02 10:48:01.000,130,0.0,0.0
2024-04-02 10:48:16.000,130,0.0,0.0
2024-04-02 10:48:16.000,307,0.0,0.0
2024-04-02 10:48:31.000,307,0.0,0.0
2024-04-02 10:48:31.000,130,0.0,0.0
2024-04-02 10:48:46.000,307,0.0,0.0
2024-04-02 10:48:46.000,130,0.0,0.0
2024-04-02 10:48:58.000,197,0.0,0.0
2024-04-02 10:48:58.000,203,0.0,0.0
2024-04-02 10:48:58.000,204,0.0,0.0
2024-04-02 10:48:58.000,205,0.0,0.0
2024-04-02 10:49:01.000,130,0.0,0.0
2024-04-02 10:49:01.000,307,0.0,0.0
2024-04-02 10:49:01.000,305,0.0,0.0
2024-04-02 10:49:01.000,305,0.0,0.0
2024-04-02 10:49:01.000,306,0.0,0.0
2024-04-02 10:49:01.000,128,0.0,0.0
2024-04-02 10:49:01.000,128,0.0,0.0
2024-04-02 10:49:01.000,128,0.0,0.0
2024-04-02 10:49:01.000,305,0.0,0.0
2024-04-02 10:49:01.000,128,0.0,0.0
2024-04-02 10:49:08.000,341,0.0,0.0
2024-04-02 10:49:16.000,307,0.0,0.0
2024-04-02 10:49:16.000,130,0.0,0.0
2024-04-02 10:49:31.000,130,0.0,0.0
2024-04-02 10:49:31.000,307,0.0,0.0
2024-04-02 10:49:46.000,307,0.0,0.0
2024-04-02 10:49:46.000,130,0.0,0.0
2024-04-02 10:50:01.000,305,0.0,0.0
2024-04-02 10:50:01.000,307,0.0,0.0
2024-04-02 10:50:01.000,306,0.0,0.0
2024-04-02 10:50:01.000,305,0.0,0.0
2024-04-02 10:50:01.000,130,0.0,0.0
2024-04-02 10:50:01.000,305,0.0,0.0
2024-04-02 10:50:01.000,128,0.0,0.0
2024-04-02 10:50:01.000,128,0.0,0.0
2024-04-02 10:50:01.000,128,0.0,0.0
2024-04-02 10:50:01.000,128,0.0,0.0
2024-04-02 10:50:16.000,307,0.0,0.0
