timestamp,value,anomaly_score,label,S(t)_standard,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate
2024-01-25 05:49:01.000000,176,0.016159418885312096,0,-0.11,-0.22,-0.11
2024-01-25 05:49:14.000000,192,0.9727678546925452,0,-0.11,-0.22,-0.11
2024-01-25 05:49:15.000000,143,0.9698866493493654,0,-0.11,-0.22,-0.11
2024-01-25 05:49:15.000000,197,0.9617372908382628,0,-0.11,-0.22,-0.11
2024-01-25 05:49:15.000000,198,0.9652158714551072,0,-0.11,-0.22,-0.11
2024-01-25 05:49:15.000000,203,0.9700454010811344,0,-0.11,-0.22,-0.11
2024-01-25 05:49:15.000000,204,0.973052601680816,0,-0.11,-0.22,-0.11
2024-01-25 05:49:15.000000,205,0.9821027293355926,0,-0.11,-0.22,-0.11
2024-01-25 05:49:15.000000,143,0.9608881990556948,0,-0.11,-0.22,-0.11
2024-01-25 05:49:15.000000,143,0.9513467802950818,0,-0.11,-0.22,-0.11
2024-01-25 05:49:15.000000,145,0.977189760650485,0,-0.11,-0.22,-0.11
2024-01-25 05:49:15.000000,518,0.9745413615461624,0,-0.11,-0.22,-0.11
2024-01-25 05:49:15.000000,144,0.9555053601156088,0,-0.11,-0.22,-0.11
2024-01-25 05:49:15.000000,143,0.9360533064359776,0,-0.11,-0.22,-0.11
2024-01-25 05:49:17.000000,198,0.9572477953658312,0,-0.11,-0.22,-0.11
2024-01-25 05:49:17.000000,193,0.9710458825096178,0,-0.11,-0.22,-0.11
2024-01-25 05:49:19.000000,287,0.961997250203816,0,-0.11,-0.22,-0.11
2024-01-25 05:49:25.000000,145,0.9614499252425772,0,-0.11,-0.22,-0.11
2024-01-25 05:49:25.000000,144,0.93634431383302,0,-0.11,-0.22,-0.11
2024-01-25 05:49:25.000000,143,0.9221249245228876,0,-0.11,-0.22,-0.11
2024-01-25 05:49:25.000000,143,0.9129711385076026,0,-0.11,-0.22,-0.11
2024-01-25 05:49:25.000000,143,0.9039088903524706,0,-0.11,-0.22,-0.11
2024-01-25 05:49:25.000000,205,0.9727703813763828,0,-0.11,-0.22,-0.11
2024-01-25 05:49:25.000000,204,0.9542134823217931,0,-0.11,-0.22,-0.11
2024-01-25 05:49:25.000000,143,0.8965718504330289,0,-0.11,-0.22,-0.11
2024-01-25 05:49:25.000000,200,0.9695588803056936,0,-0.11,-0.22,-0.11
2024-01-25 05:49:25.000000,197,0.9462470804430478,0,-0.11,-0.22,-0.11
2024-01-25 05:49:25.000000,203,0.9506604612848488,0,-0.11,-0.22,-0.11
2024-01-25 05:49:27.000000,200,0.9601851470835638,0,-0.11,-0.22,-0.11
2024-01-25 05:49:35.000000,201,0.9549050592823864,0,-0.11,-0.22,-0.11
2024-01-25 05:49:35.000000,197,0.9380111735505781,0,-0.11,-0.22,-0.11
2024-01-25 05:49:35.000000,203,0.9411532229937158,0,-0.11,-0.22,-0.11
2024-01-25 05:49:35.000000,205,0.9565141940450734,0,-0.11,-0.22,-0.11
2024-01-25 05:49:35.000000,143,0.8942005735479629,0,-0.11,-0.22,-0.11
2024-01-25 05:49:35.000000,145,0.9453676681218324,0,-0.11,-0.22,-0.11
2024-01-25 05:49:35.000000,144,0.902405168202572,0,-0.11,-0.22,-0.11
2024-01-25 05:49:35.000000,143,0.8802819506503544,0,-0.11,-0.22,-0.11
2024-01-25 05:49:35.000000,143,0.8715465943737948,0,-0.11,-0.22,-0.11
2024-01-25 05:49:35.000000,204,0.9325098573969391,0,-0.11,-0.22,-0.11
2024-01-25 05:49:35.000000,143,0.8640205297721301,0,-0.11,-0.22,-0.11
2024-01-25 05:49:36.000000,201,0.9468277247740484,0,-0.11,-0.22,-0.11
2024-01-25 05:50:38.000000,143,0.8565190407455238,0,-0.11,-0.22,-0.11
2024-01-25 05:50:38.000000,342,0.9761924652608108,0,-0.11,-0.22,-0.11
2024-01-25 05:50:38.000000,342,0.9666522112211884,0,-0.11,-0.22,-0.11
2024-01-25 05:50:38.000000,143,0.8504413855249523,0,-0.11,-0.22,-0.11
2024-01-25 05:50:38.000000,341,0.9623879730384621,0,-0.11,-0.22,-0.11
2024-01-25 05:50:38.000000,199,0.9506748909741626,0,-0.11,-0.22,-0.11
2024-01-25 05:50:38.000000,199,0.9413922181851332,0,-0.11,-0.22,-0.11
2024-01-25 05:50:38.000000,144,0.875935038585502,0,-0.11,-0.22,-0.11
2024-01-25 05:52:52.000000,192,0.961471825360002,0,-0.11,-0.22,-0.11
2024-01-25 05:52:53.000000,193,0.95856854533055,0,-0.11,-0.22,-0.11
2024-01-25 05:52:54.000000,287,0.9575194254807032,0,-0.11,-0.22,-0.11
2024-01-25 05:54:14.000000,143,0.8453335038099294,0,-0.11,-0.22,-0.11
2024-01-25 05:54:14.000000,143,0.836947632001774,0,-0.11,-0.22,-0.11
2024-01-25 05:54:14.000000,144,0.8611704770713109,0,-0.11,-0.22,-0.11
2024-01-25 05:54:14.000000,145,0.9201565049277574,0,-0.11,-0.22,-0.11
2024-01-25 05:54:14.000000,143,0.8247766113633026,0,-0.11,-0.22,-0.11
2024-01-25 05:54:14.000000,200,0.9372190599338416,0,-0.11,-0.22,-0.11
2024-01-25 05:54:14.000000,143,0.8182408956269471,0,-0.11,-0.22,-0.11
2024-01-25 05:54:14.000000,197,0.9368084932839444,0,-0.11,-0.22,-0.11
2024-01-25 05:54:15.000000,200,0.9289615654142068,0,-0.11,-0.22,-0.11
2024-01-25 05:56:52.000000,192,0.9485729761379345,0,-0.11,-0.22,-0.11
2024-01-25 05:56:54.000000,287,0.9502629085976708,0,-0.11,-0.22,-0.11
2024-01-25 05:56:54.000000,193,0.9457521460623448,0,-0.11,-0.22,-0.11
2024-01-25 05:57:52.000000,144,0.8471006500239546,0,-0.11,-0.22,-0.11
2024-01-25 05:57:52.000000,143,0.8136555693887965,0,-0.11,-0.22,-0.11
2024-01-25 05:57:52.000000,341,0.9560673852640804,0,-0.11,-0.22,-0.11
2024-01-25 05:57:52.000000,199,0.9281940531736834,0,-0.11,-0.22,-0.11
2024-01-25 05:57:52.000000,143,0.8090404419552973,0,-0.11,-0.22,-0.11
2024-01-25 06:00:45.000000,209,0.9705041237839784,0,-0.11,-0.22,-0.11
2024-01-25 06:00:45.000000,189,0.9727659602827106,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,195,0.9708946217238144,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,431,0.9672223857316724,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,432,0.9632707041998178,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,433,0.9635611232765052,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,434,0.9627044113552972,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,442,0.9758705328524532,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,435,0.9655214890425776,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,436,0.9665327862512454,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,256,0.9741157528962338,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,437,0.9651136023221956,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,438,0.960169072099512,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,439,0.9651704467729392,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,440,0.9635572886935044,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,435,0.9502446675217296,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,435,0.9409110385465559,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,245,0.9701886404770644,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,443,0.9692419246133921,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,444,0.9683304603403844,0,-0.11,-0.22,-0.11
2024-01-25 06:00:46.000000,445,0.9677230555833192,0,-0.11,-0.22,-0.11
